AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,ST,FER,RAC1P,target
30.0,1.0,5.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
26.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
58.0,16.0,1.0,2.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4900.0,6.0,6.0,0.0,1.0,1
57.0,14.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
34.0,21.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,1
22.0,10.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,8000.0,1.0,6.0,0.0,1.0,0
18.0,18.0,5.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1400.0,1.0,6.0,0.0,1.0,1
16.0,13.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
33.0,11.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
28.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
38.0,16.0,1.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
60.0,1.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
37.0,21.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,14900.0,6.0,6.0,0.0,1.0,1
48.0,10.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,25000.0,1.0,6.0,2.0,1.0,0
20.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,0.0,1.0,0
63.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,11510.0,6.0,6.0,0.0,1.0,0
21.0,16.0,5.0,1.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,16000.0,4.0,6.0,0.0,1.0,0
62.0,19.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,22300.0,6.0,6.0,0.0,1.0,0
29.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,1.0,1.0,1
24.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,3500.0,1.0,6.0,0.0,1.0,0
37.0,19.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,6800.0,6.0,6.0,2.0,1.0,1
43.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,15000.0,1.0,6.0,2.0,1.0,1
58.0,20.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1000.0,1.0,6.0,0.0,1.0,0
22.0,20.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
25.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
48.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2000.0,6.0,6.0,2.0,1.0,0
38.0,16.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,16340.0,1.0,6.0,2.0,1.0,1
63.0,18.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
63.0,19.0,3.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,1.0,6.0,0.0,1.0,0
32.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,1.0,1.0,1
38.0,20.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,7800.0,6.0,6.0,2.0,1.0,1
63.0,21.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12500.0,6.0,6.0,0.0,1.0,0
61.0,21.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,12000.0,6.0,6.0,0.0,1.0,0
27.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,6500.0,6.0,6.0,2.0,2.0,1
48.0,13.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,26000.0,1.0,6.0,2.0,1.0,0
26.0,21.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,30000.0,1.0,6.0,2.0,1.0,0
52.0,15.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,1
37.0,21.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,1.0,6.0,0.0,1.0,1
53.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,5500.0,6.0,6.0,0.0,1.0,1
15.0,12.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,0
63.0,20.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1200.0,6.0,6.0,0.0,1.0,0
63.0,16.0,4.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,20000.0,6.0,6.0,0.0,1.0,1
16.0,13.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
17.0,14.0,5.0,1.0,1.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
43.0,13.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,15100.0,3.0,6.0,0.0,1.0,1
35.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,15400.0,1.0,6.0,2.0,1.0,1
33.0,18.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,3700.0,1.0,6.0,2.0,1.0,0
30.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,0
46.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,24000.0,1.0,6.0,2.0,1.0,0
18.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,480.0,6.0,6.0,2.0,1.0,1
23.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,18000.0,1.0,6.0,2.0,1.0,0
47.0,15.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,21600.0,1.0,6.0,2.0,1.0,0
16.0,13.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
24.0,12.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,26000.0,1.0,6.0,2.0,1.0,0
52.0,16.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,17400.0,1.0,6.0,0.0,1.0,0
30.0,16.0,5.0,1.0,2.0,0.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
53.0,15.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,8000.0,6.0,6.0,0.0,1.0,1
18.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,18300.0,1.0,6.0,0.0,1.0,0
19.0,18.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,5800.0,1.0,6.0,2.0,1.0,1
28.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,10100.0,1.0,6.0,2.0,1.0,1
20.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5000.0,1.0,6.0,2.0,1.0,0
15.0,13.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,1
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,23000.0,1.0,6.0,0.0,1.0,1
20.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,1.0,6.0,0.0,2.0,0
48.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,22000.0,1.0,6.0,2.0,2.0,1
56.0,8.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
64.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,28900.0,1.0,6.0,0.0,1.0,0
53.0,17.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
17.0,14.0,5.0,1.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
41.0,16.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
44.0,15.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,10500.0,6.0,6.0,2.0,1.0,1
48.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,700.0,1.0,6.0,2.0,1.0,0
20.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,8000.0,2.0,6.0,0.0,1.0,0
20.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,500.0,3.0,6.0,0.0,1.0,0
22.0,21.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,0
64.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,20000.0,6.0,6.0,0.0,1.0,0
47.0,22.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,12000.0,6.0,6.0,0.0,1.0,1
57.0,19.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1000.0,6.0,6.0,0.0,1.0,1
46.0,17.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,1
28.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2100.0,3.0,6.0,2.0,1.0,1
19.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,11000.0,1.0,6.0,0.0,1.0,0
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,2.0,0
17.0,13.0,5.0,2.0,2.0,7.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
36.0,18.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,2.0,0
61.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,18000.0,6.0,6.0,0.0,1.0,1
22.0,18.0,5.0,1.0,2.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4500.0,2.0,6.0,0.0,2.0,0
21.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,13300.0,6.0,6.0,2.0,1.0,0
27.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,15000.0,3.0,6.0,2.0,2.0,1
29.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
23.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,26000.0,1.0,6.0,0.0,1.0,0
20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,2.0,1.0,0
61.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,0.0,1.0,0
39.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,28000.0,1.0,6.0,2.0,1.0,0
58.0,15.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
16.0,12.0,5.0,2.0,2.0,8.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
23.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,10000.0,3.0,6.0,0.0,1.0,0
60.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4800.0,6.0,6.0,0.0,1.0,1
56.0,16.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,12000.0,1.0,6.0,0.0,1.0,0
15.0,12.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,0
56.0,19.0,3.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,23000.0,1.0,6.0,0.0,1.0,0
60.0,12.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,7500.0,1.0,6.0,0.0,1.0,1
19.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4000.0,6.0,6.0,2.0,1.0,0
54.0,11.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,10700.0,6.0,6.0,0.0,1.0,1
27.0,20.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,3.0,6.0,2.0,1.0,0
48.0,21.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,10000.0,1.0,6.0,0.0,1.0,0
19.0,19.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,4000.0,6.0,6.0,0.0,1.0,0
40.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
21.0,14.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,180.0,6.0,6.0,0.0,1.0,0
56.0,15.0,3.0,2.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,1.0,1
37.0,18.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,8000.0,6.0,6.0,0.0,2.0,1
27.0,21.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,13200.0,1.0,6.0,0.0,1.0,0
19.0,13.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
19.0,14.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,150.0,1.0,6.0,0.0,1.0,1
63.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,14000.0,6.0,6.0,0.0,1.0,0
55.0,15.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
22.0,19.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,20000.0,1.0,6.0,2.0,1.0,0
26.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,23000.0,1.0,6.0,2.0,1.0,0
59.0,15.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
16.0,13.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,900.0,6.0,6.0,2.0,1.0,0
57.0,16.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
17.0,13.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
39.0,16.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
62.0,21.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,10000.0,6.0,6.0,0.0,1.0,1
38.0,22.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
51.0,9.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,25000.0,1.0,6.0,0.0,1.0,1
62.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2700.0,6.0,6.0,0.0,2.0,1
38.0,24.0,5.0,1.0,1.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,18000.0,6.0,6.0,0.0,1.0,1
17.0,12.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
22.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,24500.0,4.0,6.0,2.0,1.0,0
54.0,23.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,18000.0,1.0,6.0,0.0,1.0,1
40.0,1.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
55.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,21000.0,1.0,6.0,0.0,1.0,0
30.0,18.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,13000.0,1.0,6.0,0.0,1.0,0
25.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,2.0,6.0,0.0,1.0,0
16.0,14.0,5.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
25.0,20.0,5.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,20800.0,6.0,6.0,0.0,1.0,0
35.0,19.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
50.0,18.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,23000.0,1.0,6.0,2.0,1.0,0
18.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,0
60.0,19.0,5.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,910.0,6.0,6.0,0.0,2.0,1
26.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
34.0,21.0,1.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,1.0,1.0,0
46.0,18.0,3.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,23000.0,1.0,6.0,2.0,2.0,1
64.0,10.0,2.0,2.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,8000.0,6.0,6.0,0.0,1.0,1
24.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,18200.0,1.0,6.0,0.0,1.0,0
52.0,14.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,25000.0,1.0,6.0,0.0,1.0,0
18.0,16.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
32.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3000.0,6.0,6.0,2.0,1.0,0
30.0,16.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,28700.0,6.0,6.0,0.0,1.0,1
15.0,12.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,0
53.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,0
56.0,16.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,30000.0,1.0,6.0,0.0,1.0,0
39.0,16.0,5.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,1
52.0,4.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,24100.0,1.0,6.0,0.0,1.0,1
54.0,20.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,10800.0,6.0,6.0,0.0,1.0,1
40.0,16.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,2.0,0
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3600.0,1.0,6.0,2.0,1.0,0
31.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,7000.0,1.0,6.0,0.0,1.0,0
51.0,18.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1
37.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24120.0,1.0,6.0,2.0,1.0,0
16.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,0
39.0,9.0,1.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
42.0,19.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3900.0,1.0,6.0,2.0,1.0,0
48.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4230.0,1.0,6.0,0.0,1.0,1
21.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,8000.0,1.0,6.0,0.0,1.0,0
23.0,21.0,5.0,2.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,22000.0,1.0,6.0,2.0,1.0,0
39.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,12000.0,2.0,6.0,2.0,2.0,1
38.0,21.0,1.0,1.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,1
17.0,14.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,10800.0,1.0,6.0,0.0,1.0,0
62.0,21.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,15500.0,1.0,6.0,0.0,1.0,0
48.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,1
19.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,2.0,1.0,0
58.0,15.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,5500.0,6.0,6.0,0.0,1.0,1
62.0,24.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,24000.0,1.0,6.0,0.0,1.0,0
19.0,16.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,10000.0,1.0,6.0,0.0,1.0,0
26.0,19.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,600.0,1.0,6.0,0.0,1.0,1
